,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
12,49.624,2634.3,25.655,51.723,3103.2,22.617,65.747,231.36,341.89,94.691,77.256,32.037,8.9521,26.15,6.9342,18.786,1.6422,32.817,13.793,24.742,1.2387,18.283
13,48.835,2635.4,24.444,51.212,3103,22.591,65.734,230.31,342.02,94.708,77.192,32.052,8.939,26.228,6.9534,18.594,1.6513,33.398,14.016,23.99,1.2898,18.412
14,50.491,2637.7,24.004,48.766,3104.1,23.268,65.72,230.73,342.46,94.647,77.477,32.052,8.939,26.228,6.9534,18.594,1.6513,33.398,14.016,23.99,1.2898,18.412
15,48.285,2637.9,23.522,50.091,3104.6,23.082,65.716,231.97,342.47,94.598,77.497,32.562,8.8674,26.658,6.9129,18.751,1.6175,33.102,13.918,23.658,1.2867,18.658
16,48.362,2635.7,24.713,50.264,3104.7,22.487,65.725,231.78,342.22,94.69,77.235,32.562,8.8674,26.658,6.9129,18.751,1.6175,33.102,13.918,23.658,1.2867,18.658
17,50.058,2638,24.27,51.026,3103.5,22.79,65.717,231.89,342.75,94.567,77.64,32.318,8.8394,26.24,6.984,18.133,1.6446,32.854,13.788,23.784,1.1506,19.103
18,49.073,2634.1,24.981,49.213,3103,23.874,65.74,230.74,342.31,94.775,76.822,32.318,8.8394,26.24,6.984,18.133,1.6446,32.854,13.788,23.784,1.1506,19.103
19,50.08,2635.3,23.263,48.613,3102.4,24.886,65.697,231.15,342.64,94.645,77.263,32.397,9.1997,26.763,6.7723,18.832,1.6556,33.375,13.734,23.66,1.2299,18.368
20,49.423,2636.3,26.819,49.752,3102.9,22.999,65.683,232.99,342.19,94.682,77.049,32.397,9.1997,26.763,6.7723,18.832,1.6556,33.375,13.734,23.66,1.2299,18.368
21,50.348,2634.5,25.266,49.527,3103.5,22.407,65.655,231.66,342.24,94.589,76.943,32.54,8.8357,26.294,6.8708,19.414,1.6833,32.974,13.78,24.021,1.2851,18.379
22,51.238,2636.3,24.849,48.619,3103.9,23.954,65.655,231.51,342.01,94.599,77.766,32.54,8.8357,26.294,6.8708,19.414,1.6833,32.974,13.78,24.021,1.2851,18.379
23,50.757,2638.1,24.612,50.834,3104.8,22.541,65.745,232.41,341.98,94.466,77.333,32.375,8.9977,26.272,6.9223,18.512,1.6089,33.056,13.871,24.277,1.2936,18.859
24,47.178,2635.5,25.786,51.013,3102.2,22.966,65.834,233.02,341.95,94.564,77.075,32.375,8.9977,26.272,6.9223,18.512,1.6089,33.056,13.871,24.277,1.2936,18.859
25,48.189,2633,25.073,51.684,3100.1,23.402,65.882,232.9,341.44,94.706,76.992,32.444,8.7133,25.793,6.9128,18.894,1.6388,32.785,13.867,24.142,1.2239,18.259
26,50.338,2632.9,24.417,49.548,3100.7,22.435,65.821,233.03,341.95,94.631,77.139,32.444,8.7133,25.793,6.9128,18.894,1.6388,32.785,13.867,24.142,1.2239,18.259
27,49.974,2630.7,25.2,48.842,3098.9,23.068,65.757,231.22,341.83,94.821,76.865,32.409,8.8258,26.574,6.6607,18.85,1.6718,32.896,13.908,23.737,1.3376,18.38
28,50.885,2630.1,25.063,49.115,3096.7,22.628,65.663,231.18,341.3,94.77,77.232,32.409,8.8258,26.574,6.6607,18.85,1.6718,32.896,13.908,23.737,1.3376,18.38
29,49.157,2631.8,24.054,48.314,3099.5,22.541,65.64,229.99,341.69,94.676,77.533,31.83,8.8142,26.909,6.9933,18.499,1.6898,32.751,13.826,23.413,1.1295,18.575
30,50.635,2632.8,22.955,48.929,3101.7,23.08,65.619,227.88,340.91,94.37,77.675,31.83,8.8142,26.909,6.9933,18.499,1.6898,32.751,13.826,23.413,1.1295,18.575
31,48.793,2632.5,26.076,51.593,3102.7,23.445,65.673,225.58,340.61,94.606,77.456,31.729,9.0073,26.626,6.775,18.983,1.6522,33.046,13.66,23.846,1.2248,18.543
32,50.79,2633.3,23.869,50.999,3103.7,22.58,65.733,228.04,340.61,94.65,77.474,31.729,9.0073,26.626,6.775,18.983,1.6522,33.046,13.66,23.846,1.2248,18.543
33,51.852,2633.5,24.129,49.331,3103.2,22.69,65.686,226.73,340.87,94.607,77.122,32.123,8.8664,26.702,6.783,18.589,1.6342,32.738,13.841,23.825,1.2844,18.748
34,48.448,2634.2,25.561,50.169,3102.7,22.808,65.628,228.91,341.37,94.567,77.367,32.123,8.8664,26.702,6.783,18.589,1.6342,32.738,13.841,23.825,1.2844,18.748
35,51.161,2635,23.02,50.269,3103.4,23.401,65.599,227.74,341.42,94.461,77.232,32.394,8.7693,26.551,6.7232,18.772,1.6757,33.239,13.838,23.721,1.2565,18.585
36,50.336,2635.9,24.181,50.55,3104,22.43,65.611,227.1,341.21,94.503,77.457,32.394,8.7693,26.551,6.7232,18.772,1.6757,33.239,13.838,23.721,1.2565,18.585
37,49.767,2635.8,24.99,49.116,3103.4,22.984,65.679,226.62,341.18,94.313,77.533,31.737,9.026,26.16,6.8827,18.823,1.6048,32.738,13.798,23.933,1.3389,18.82
38,49.72,2632.5,24.629,49.685,3102.7,22.701,65.722,227.1,340.83,94.468,77.217,31.737,9.026,26.16,6.8827,18.823,1.6048,32.738,13.798,23.933,1.3389,18.82
39,49.752,2629.8,26.134,48.983,3100.3,22.368,65.724,227.62,340.7,94.393,77.064,32.423,8.7191,26.318,6.813,18.523,1.6513,33.002,13.806,24.347,1.3069,18.64
40,50.639,2631.2,26.658,50.8,3099.3,23.252,65.662,226.97,341.21,94.636,77.506,32.423,8.7191,26.318,6.813,18.523,1.6513,33.002,13.806,24.347,1.3069,18.64
41,49.515,2631.6,24.839,50.038,3099.9,23.652,65.665,228.04,341.09,94.446,77.392,32.595,8.7433,26.938,7.0174,19.049,1.6857,33.11,13.979,24.081,1.3958,18.43
42,48.41,2630.2,25.858,49.608,3100.4,23.801,65.716,226.74,340.52,94.61,77.534,32.595,8.7433,26.938,7.0174,19.049,1.6857,33.11,13.979,24.081,1.3958,18.43
43,52.026,2627.4,26.105,49.32,3098,22.55,65.749,227.93,340.43,94.634,77.27,32.058,8.8263,26.149,7.055,18.879,1.6752,33.02,13.819,24.031,1.2392,18.88
44,51.265,2625.6,23.928,50.649,3095.6,22.841,65.735,227.85,340.26,94.721,77.106,32.058,8.8263,26.149,7.055,18.879,1.6752,33.02,13.819,24.031,1.2392,18.88
45,49.163,2626.6,26.063,50.478,3096.7,23.163,65.699,226.58,340.19,94.886,77.234,32.406,8.8777,26.464,6.7509,18.854,1.6611,32.744,13.902,23.975,1.2495,18.955
46,50.268,2629.7,26.229,49.158,3097.8,22.73,65.645,228.11,341.03,94.824,77.358,32.406,8.8777,26.464,6.7509,18.854,1.6611,32.744,13.902,23.975,1.2495,18.955
47,51.646,2631.1,23.947,49.887,3100.2,23.013,65.637,227.54,340.07,94.737,77.59,31.77,8.8828,26.343,6.862,18.998,1.6775,33.358,13.887,23.735,1.2593,18.979
48,50.635,2630.7,26.234,48.331,3100.5,22.858,65.648,223.87,340.59,94.502,77.489,31.77,8.8828,26.343,6.862,18.998,1.6775,33.358,13.887,23.735,1.2593,18.979
49,50.503,2631.7,26.173,51.375,3102.8,22.179,65.678,225.12,340.1,94.557,77.707,32.404,8.7478,26.226,6.9108,18.53,1.6476,32.838,13.785,23.817,1.2236,19.199
50,50.511,2631,25.387,48.29,3102.3,22.075,65.705,224.83,339.86,94.514,77.144,32.404,8.7478,26.226,6.9108,18.53,1.6476,32.838,13.785,23.817,1.2236,19.199
51,50.364,2627.3,24.346,49.867,3098.3,23.298,65.642,226.45,340.39,94.659,77.005,32.327,8.9034,26.158,6.8898,18.701,1.6645,32.91,13.752,24.393,1.2446,18.778
52,51.395,2627.9,26.068,51.202,3097.3,22.569,65.569,225.75,340.36,94.679,76.96,32.327,8.9034,26.158,6.8898,18.701,1.6645,32.91,13.752,24.393,1.2446,18.778
53,49.263,2628.8,26.263,50.152,3099.5,23.212,65.545,225.74,340.19,94.631,77.322,31.943,8.8006,26.333,7.0113,18.999,1.6314,32.481,13.728,24.016,1.1645,19.409
54,48.604,2632.3,25.602,51.007,3101.9,23.282,65.601,226.75,340.13,94.668,77.364,31.943,8.8006,26.333,7.0113,18.999,1.6314,32.481,13.728,24.016,1.1645,19.409
55,50.499,2631.3,23.66,50.959,3102.5,22.575,65.64,223.97,340.03,94.617,77.363,31.961,8.9983,25.827,6.9297,18.457,1.691,32.904,13.825,23.851,1.1681,18.89
56,51.101,2630.5,23.591,49.464,3101.5,22.468,65.642,225.74,340.31,94.689,77.465,31.961,8.9983,25.827,6.9297,18.457,1.691,32.904,13.825,23.851,1.1681,18.89
57,51.285,2633.7,24.97,52.199,3103.8,23.465,65.645,229.85,340.47,94.65,77.482,32.137,8.9357,26.665,7.0072,19.006,1.6422,33.048,13.807,24.242,1.1424,18.626
58,48.418,2634.5,24.601,48.827,3105.7,23.04,65.696,229.63,340.19,94.608,77.114,32.137,8.9357,26.665,7.0072,19.006,1.6422,33.048,13.807,24.242,1.1424,18.626
59,50.256,2635.1,25.245,50.294,3103.8,22.623,65.734,228.42,341.13,94.731,77.332,32.22,8.8874,26.64,6.8212,18.479,1.6088,32.733,13.934,23.764,1.3345,18.513
60,51.427,2633.6,25.244,51.309,3103.8,22.8,65.709,229.21,340.9,94.61,77.182,32.22,8.8874,26.64,6.8212,18.479,1.6088,32.733,13.934,23.764,1.3345,18.513
61,51.434,2633.2,25.383,51.905,3103.7,23.783,65.707,230.52,340.73,94.764,77.11,32.098,8.8483,26.249,6.9262,19.08,1.6088,32.747,13.822,23.796,1.1472,18.826
62,49.329,2633.6,24.744,49.674,3104.6,23.205,65.671,227.9,340.64,94.497,77.387,32.098,8.8483,26.249,6.9262,19.08,1.6088,32.747,13.822,23.796,1.1472,18.826
63,50.588,2633.9,24.796,50.606,3103.6,23.092,65.688,228.74,340.93,94.667,77.597,32.323,8.9793,26.326,6.9209,18.966,1.6395,32.7,13.709,24.051,1.1581,18.624
64,50.027,2635.1,25.71,50.876,3103.1,22.505,65.702,226.36,340.9,94.668,77.322,32.323,8.9793,26.326,6.9209,18.966,1.6395,32.7,13.709,24.051,1.1581,18.624
65,49.78,2632.9,24.032,49.273,3102.4,22.575,65.706,227.77,341.05,94.621,76.978,32.114,8.9941,26.907,6.7887,18.882,1.6531,32.943,13.872,24.262,1.1943,18.582
66,51.215,2630.2,23.43,50.013,3100.1,22.048,65.676,229.55,340.74,94.702,76.912,32.114,8.9941,26.907,6.7887,18.882,1.6531,32.943,13.872,24.262,1.1943,18.582
67,49.677,2631.8,26.503,50.047,3100.9,22.631,65.599,232.33,341.19,94.61,77.488,32.543,8.9389,26.239,6.9654,19.064,1.6688,32.951,13.917,23.751,1.1676,18.605
68,48.632,2632.3,25.226,49.082,3103.2,23.625,65.612,232.29,341.1,94.582,77.417,32.543,8.9389,26.239,6.9654,19.064,1.6688,32.951,13.917,23.751,1.1676,18.605
69,50.304,2634.4,26.118,47.996,3101.5,21.022,65.649,228.41,341.23,94.519,77.794,32.158,8.9484,26.405,6.7725,18.888,1.6981,33.16,13.844,24.014,1.33,19.114
70,49.454,2633.9,24.765,52.049,3101.4,22.767,65.708,229.4,340.76,94.812,77.528,32.158,8.9484,26.405,6.7725,18.888,1.6981,33.16,13.844,24.014,1.33,19.114
71,49.675,2632.7,24.873,52.058,3102.4,22.897,65.731,229.21,340.98,94.522,77.271,32.126,8.7805,26.441,6.8214,19.116,1.6512,33.086,13.851,23.978,1.3031,18.352
72,50.605,2633.5,27.473,51.256,3102.3,22.969,65.72,230.32,341.12,94.619,77.263,32.126,8.7805,26.441,6.8214,19.116,1.6512,33.086,13.851,23.978,1.3031,18.352
73,51.633,2632.7,25.581,49.989,3101.6,22.353,65.68,230.32,341.11,94.481,77.358,31.995,8.938,26.717,7.0425,18.731,1.6848,32.865,13.96,24.102,1.373,18.704
74,48.282,2632.3,27.382,49.282,3101.2,23.571,65.684,229.87,341.2,94.612,77.29,31.995,8.938,26.717,7.0425,18.731,1.6848,32.865,13.96,24.102,1.373,18.704
75,49.812,2631.8,24.054,50.32,3101.7,21.96,65.682,233.24,341.13,94.73,77.321,32.33,8.8904,26.79,6.8122,19.034,1.6535,32.984,13.988,24.115,1.3768,18.477
76,50.099,2634.7,26.006,49.731,3101.7,22.67,65.67,231.28,342.04,94.622,77.249,32.33,8.8904,26.79,6.8122,19.034,1.6535,32.984,13.988,24.115,1.3768,18.477
77,51.521,2636.5,26.479,50.145,3104.4,23.24,65.688,232.83,341.87,94.71,77.657,32.112,8.9484,26.796,6.9824,18.741,1.6471,33.62,13.858,24.095,1.2907,18.226
78,49.414,2638,26.268,50.706,3105.7,22.02,65.749,231.14,341.73,94.558,77.564,32.112,8.9484,26.796,6.9824,18.741,1.6471,33.62,13.858,24.095,1.2907,18.226
79,48.528,2636.1,24.724,49.091,3105.8,23.315,65.793,233.14,341.32,94.621,77.266,32.342,8.9135,26.622,6.9789,18.194,1.6602,33.086,13.712,23.975,1.2497,18.358
80,50.707,2638.3,25.199,49.705,3105.8,22.766,65.766,231.73,341.94,94.692,77.339,32.342,8.9135,26.622,6.9789,18.194,1.6602,33.086,13.712,23.975,1.2497,18.358
81,49.64,2639.4,26.399,49.404,3106.3,23.784,65.791,231.12,342.39,94.675,77.345,32.736,9.0659,26.224,6.8735,18.546,1.6655,33.561,13.76,23.993,1.2083,18.463
82,50.251,2640.2,26.533,50.816,3108.2,23.044,65.747,231.07,342.21,94.546,77.225,32.736,9.0659,26.224,6.8735,18.546,1.6655,33.561,13.76,23.993,1.2083,18.463
83,50.54,2641.5,24.841,48.801,3108.6,22.277,65.732,233.79,342.21,94.675,77.555,32.621,8.9873,26.51,6.9332,18.695,1.656,32.722,13.653,23.878,1.0459,18.367
84,50.446,2641.4,27.533,50.727,3109.4,23.173,65.733,231.98,342.15,94.536,77.222,32.621,8.9873,26.51,6.9332,18.695,1.656,32.722,13.653,23.878,1.0459,18.367
85,49.234,2643.8,25.261,49.851,3109.6,22.582,65.727,234.47,342.49,94.619,77.616,32.004,8.9765,26.592,6.6628,18.312,1.6016,33.127,13.959,23.958,1.2598,18.256
86,51.233,2642.4,24.072,49.987,3109.6,22.908,65.741,233.54,341.94,94.617,77.18,32.004,8.9765,26.592,6.6628,18.312,1.6016,33.127,13.959,23.958,1.2598,18.256
87,49.646,2642.5,23.865,49.462,3111.7,21.64,65.738,233.11,342.13,94.492,77.551,32.139,9.0319,26.488,6.8494,18.286,1.6367,33.076,13.791,23.975,1.4019,18.709
88,47.756,2641.4,23.317,48.667,3111,22.299,65.728,234.03,341.96,94.34,77.457,32.139,9.0319,26.488,6.8494,18.286,1.6367,33.076,13.791,23.975,1.4019,18.709
89,49.331,2639.4,25.99,50.121,3108.3,22.694,65.706,232.59,341.92,94.45,76.919,32.158,8.8767,26.843,7.086,18.536,1.6917,32.966,13.819,24.397,1.2024,18.368
90,49.609,2640.7,26.623,51.79,3109.1,23.302,65.671,232.33,341.58,94.527,77.319,32.158,8.8767,26.843,7.086,18.536,1.6917,32.966,13.819,24.397,1.2024,18.368
91,49.518,2641.5,25.956,51.136,3109.2,22.866,65.675,230.51,341.78,94.657,77.516,32.204,8.872,26.719,6.7581,18.151,1.6518,32.65,13.832,24.237,1.2632,18.11
92,49.208,2644.7,22.922,50.132,3111.4,23.238,65.712,232.01,341.66,94.697,77.352,32.204,8.872,26.719,6.7581,18.151,1.6518,32.65,13.832,24.237,1.2632,18.11
93,51.105,2644.8,24.86,48.293,3113.2,22.665,65.759,234.06,341.7,94.509,77.225,32.563,8.8397,26.673,6.7686,18.744,1.6626,32.9,13.801,24.265,1.1899,18.253
94,50.392,2643.1,23.885,49.274,3112.4,22.022,65.754,234.11,342.02,94.462,77.179,32.563,8.8397,26.673,6.7686,18.744,1.6626,32.9,13.801,24.265,1.1899,18.253
95,47.848,2640.5,25.876,50.881,3109.6,22.897,65.73,231.68,341.48,94.582,77.047,32.466,8.9844,26.472,6.7589,18.33,1.6489,32.832,13.755,24.091,1.2016,18.916
96,49.471,2639.8,25.027,51.815,3107.5,23.138,65.706,231.59,341.65,94.449,77.042,32.466,8.9844,26.472,6.7589,18.33,1.6489,32.832,13.755,24.091,1.2016,18.916
97,49.865,2637.5,25.651,50.429,3106.6,22.5,65.69,229.22,340.54,94.575,77.102,32.151,8.8897,26.661,6.9748,18.513,1.6194,32.956,13.561,24.664,1.208,18.043
98,49.986,2635.3,25.35,48.572,3105.8,24.204,65.659,232.63,340.2,94.601,77.071,32.151,8.8897,26.661,6.9748,18.513,1.6194,32.956,13.561,24.664,1.208,18.043
99,50.02,2635.5,24.678,50.771,3104.7,23.406,65.648,230.46,340.2,94.528,77.06,32.183,8.6256,26.472,6.885,19.25,1.63,33.277,13.647,24.134,1.1293,18.396
100,51.676,2634.8,25.189,49.972,3105.4,22.157,65.621,229.47,339.47,94.749,76.918,32.183,8.6256,26.472,6.885,19.25,1.63,33.277,13.647,24.134,1.1293,18.396
101,50.784,2635.1,24.82,50.592,3105.6,21.774,65.604,231.69,339.67,94.839,77.03,31.922,8.8022,26.487,6.9432,19.408,1.6691,32.07,13.68,24.074,1.2417,18.606
102,51.608,2635,26.724,49.936,3104.9,23.035,65.616,233.15,339.87,94.677,77.136,31.922,8.8022,26.487,6.9432,19.408,1.6691,32.07,13.68,24.074,1.2417,18.606
103,50.505,2634.8,25.791,49.528,3105.3,24.082,65.632,231.14,339.83,94.705,77.203,31.777,8.8025,26.4,6.8339,18.557,1.6471,32.198,13.697,24.566,1.4018,19.062
104,51.041,2635.9,24.815,50.257,3105.9,22.048,65.682,232.86,339.52,94.69,77.407,31.777,8.8025,26.4,6.8339,18.557,1.6471,32.198,13.697,24.566,1.4018,19.062
105,51.031,2637.6,24.551,49.414,3108.4,22.727,65.723,229.25,339.36,94.634,77.094,32.504,8.9362,26.685,6.7301,18.748,1.6053,32.667,13.755,24.119,1.2465,18.868
106,49.311,2636.5,24.768,49.607,3107.3,22.88,65.75,231.49,339.65,94.624,77.098,32.504,8.9362,26.685,6.7301,18.748,1.6053,32.667,13.755,24.119,1.2465,18.868
107,48.159,2634.5,27.152,51.834,3104.4,23.329,65.729,231.34,339.78,94.531,76.901,31.726,8.7556,26.767,7.029,18.533,1.6566,32.686,13.756,24.176,1.2209,18.764
108,50.478,2631.6,25.552,50.202,3103.3,22.329,65.737,230.5,338.95,94.608,77.032,31.726,8.7556,26.767,7.029,18.533,1.6566,32.686,13.756,24.176,1.2209,18.764
109,49.707,2629.9,25.759,49.272,3102.2,22.931,65.703,232.54,338.99,94.598,76.998,32.158,8.8583,26.361,6.9129,18.969,1.6528,32.578,13.885,23.848,1.3258,19.036
110,50.433,2632.1,26.612,50.864,3103.9,22.863,65.668,231.72,338.72,94.805,77.418,32.158,8.8583,26.361,6.9129,18.969,1.6528,32.578,13.885,23.848,1.3258,19.036
111,51.875,2633.6,25.596,51.064,3104.3,21.786,65.722,230.97,339.42,94.657,77.123,31.907,8.8834,26.671,6.8921,18.963,1.6015,32.322,13.899,24.507,1.2354,18.673
112,49.822,2632.7,24.956,50.545,3104.8,23.766,65.785,231.36,338.84,94.719,77.519,31.907,8.8834,26.671,6.8921,18.963,1.6015,32.322,13.899,24.507,1.2354,18.673
113,49.761,2631.8,24.544,49.221,3103.9,23.431,65.823,231.01,338.81,94.565,77.239,31.932,8.9409,26.32,6.8495,19.16,1.6557,32.414,13.823,24.541,1.3277,18.893
114,50.823,2629.2,26.385,49.882,3102.4,23.744,65.801,232.63,339.11,94.845,76.924,31.932,8.9409,26.32,6.8495,19.16,1.6557,32.414,13.823,24.541,1.3277,18.893
115,49.183,2628.7,26.747,49.672,3100.2,22.992,65.747,232.48,338.84,94.588,76.945,32.112,8.8167,26.797,6.8634,18.596,1.6671,32.591,13.846,23.859,1.291,19.032
116,49.158,2629.7,25.918,48.709,3100.2,23.506,65.752,230.47,338.77,94.711,77.201,32.112,8.8167,26.797,6.8634,18.596,1.6671,32.591,13.846,23.859,1.291,19.032
117,51.817,2627.4,25.285,49.332,3101.1,23.068,65.786,233.82,338.55,94.669,77.332,32.124,8.7538,26.612,6.8983,18.888,1.709,32.409,13.671,24.377,1.3099,19.192
118,51.606,2631.5,23.965,48.956,3102.6,22.139,65.831,233.59,338.86,94.642,77.608,32.124,8.7538,26.612,6.8983,18.888,1.709,32.409,13.671,24.377,1.3099,19.192
119,48.965,2628.5,24.407,50,3101.4,23.123,65.887,232.58,338.21,94.663,77.075,32.058,8.8317,26.596,6.8093,19.044,1.6483,32.606,14.056,24.138,1.2808,19.059
120,49.909,2627,24.821,50.028,3101.1,23.058,65.903,232.52,337.93,94.665,77.348,32.058,8.8317,26.596,6.8093,19.044,1.6483,32.606,14.056,24.138,1.2808,19.059
121,50.775,2627,25.278,50.664,3099.2,23.545,65.912,235.83,338.23,94.67,77.09,31.701,8.8768,26.31,6.9334,19.109,1.6931,32.068,13.892,24.394,1.2918,18.497
122,50.693,2625.4,25.691,51.161,3097.4,23.313,65.926,236.01,338.19,94.562,77.126,31.701,8.8768,26.31,6.9334,19.109,1.6931,32.068,13.892,24.394,1.2918,18.497
123,50.692,2623,25.298,50.087,3095.9,23.153,65.947,235.62,337.76,94.724,77.184,31.877,8.7334,26.459,6.995,19.137,1.6334,32.149,13.779,23.309,1.3822,19.003
124,49.539,2624.9,23.405,50.26,3098,22.89,65.975,237.42,338.08,94.727,77.462,31.877,8.7334,26.459,6.995,19.137,1.6334,32.149,13.779,23.309,1.3822,19.003
125,49.729,2626.4,23.506,49.669,3097.2,23.245,66.041,237.88,338.82,94.768,77.208,31.804,8.9647,26.278,7.1414,19.566,1.6975,32.464,13.926,23.79,1.189,18.53
126,50.18,2624.5,24.555,50.552,3095.9,24.444,66.048,237.33,338.85,94.771,76.896,31.804,8.9647,26.278,7.1414,19.566,1.6975,32.464,13.926,23.79,1.189,18.53
127,51.201,2625.8,25.178,49.846,3095.5,23.482,66.045,241.61,339.38,94.903,77.139,32.067,9.0284,26.472,6.9127,18.949,1.6448,32.772,13.926,23.8,1.3778,19.266
128,49.117,2626.4,24.861,50.944,3097.9,23.736,66.03,240.12,339.6,94.846,77.559,32.067,9.0284,26.472,6.9127,18.949,1.6448,32.772,13.926,23.8,1.3778,19.266
129,50.474,2633.3,24.688,48.813,3101.4,23.397,66.11,240.5,339.83,94.819,77.664,31.771,8.8613,26.417,6.8677,19.444,1.6379,32.4,13.7,23.785,1.1867,19.273
130,50.306,2630.2,26.738,50.836,3102.2,23.253,66.186,242.42,339.76,94.619,77.115,31.771,8.8613,26.417,6.8677,19.444,1.6379,32.4,13.7,23.785,1.1867,19.273
131,49.05,2631.3,25.398,50.759,3101.3,22.066,66.214,242.11,340.38,94.651,77.238,32.314,9.0746,26.477,6.8036,18.846,1.6237,32.549,13.887,23.624,1.1327,18.888
132,47.689,2631.9,25.942,50.774,3100.6,23.13,66.193,243.06,340.81,94.622,77.389,32.314,9.0746,26.477,6.8036,18.846,1.6237,32.549,13.887,23.624,1.1327,18.888
133,48.501,2630,23.062,50.413,3101.3,23.865,66.206,245.45,340.77,94.58,76.978,32.098,9.0441,26.095,6.9147,18.6,1.6552,32.984,13.761,23.973,1.3613,19.1
134,49.303,2629.6,24.285,51.886,3098.6,22.098,66.184,246.85,341.31,94.596,77.225,32.098,9.0441,26.095,6.9147,18.6,1.6552,32.984,13.761,23.973,1.3613,19.1
135,49.253,2632.1,27.203,49.557,3100.9,21.889,66.2,246.39,341.64,94.537,77.367,32.093,8.8441,25.895,6.7512,18.855,1.6747,32.633,13.871,24.079,1.4583,18.146
136,50.745,2635.7,24.503,51.595,3103.3,24.136,66.25,245.36,341.83,94.57,77.64,32.093,8.8441,25.895,6.7512,18.855,1.6747,32.633,13.871,24.079,1.4583,18.146
137,49.537,2635.6,25.057,50.181,3105.6,22.088,66.378,246.5,341.55,94.498,77.117,32.256,8.8784,26.332,6.9446,18.864,1.6595,33.1,13.73,24.032,1.1856,18.547
138,51.046,2633.4,24.991,50.803,3103.3,23.691,66.366,249.64,341.7,94.39,76.997,32.256,8.8784,26.332,6.9446,18.864,1.6595,33.1,13.73,24.032,1.1856,18.547
139,50.905,2634.7,24.934,48.739,3102.8,23.197,66.381,249.02,342.12,94.598,77.139,32.575,8.8905,26.635,6.8024,18.997,1.5903,32.948,13.645,23.904,1.1416,18.663
140,48.756,2635.4,25.481,50.289,3101.9,23.02,66.392,250.46,342.13,94.553,77.197,32.575,8.8905,26.635,6.8024,18.997,1.5903,32.948,13.645,23.904,1.1416,18.663
141,50.401,2635.5,24.611,50.666,3103.8,23.786,66.419,250.01,342.54,94.643,77.369,32.12,8.7942,26.33,6.8692,18.75,1.6614,33.102,13.741,23.821,1.2798,18.394
142,47.932,2636.4,24.561,52.274,3102,22.823,66.457,248.3,342.34,94.378,77.163,32.12,8.7942,26.33,6.8692,18.75,1.6614,33.102,13.741,23.821,1.2798,18.394
143,50.555,2633.1,23.516,50.926,3099.4,23.223,66.426,248.86,342.59,94.603,76.965,32.138,8.8613,26.307,6.8001,18.683,1.6285,33.347,13.876,24.119,1.2284,18.702
144,49.787,2633,25.865,50.024,3100.5,22.955,66.372,254.05,342.54,94.627,76.809,32.138,8.8613,26.307,6.8001,18.683,1.6285,33.347,13.876,24.119,1.2284,18.702
145,50.331,2634.7,26.63,51.028,3101.1,22.592,66.308,253.56,342.5,94.516,77.484,32.185,8.8435,26.685,7.1086,18.751,1.6741,33.321,13.67,24.172,1.0032,18.488
